treat,age,educ,black,hisp,married,nodegr,re74,re75,re78
0.00,26.00,16.00,0.00,0.00,0.00,0.00,3842.12,3487.55,1717.12
0.00,35.00,14.00,0.00,0.00,1.00,0.00,22829.38,20887.69,24394.31
0.00,27.00,12.00,0.00,0.00,1.00,0.00,20329.35,19872.58,25564.67
0.00,27.00,16.00,0.00,0.00,1.00,0.00,8628.61,14687.81,25564.67
0.00,51.00,14.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,26.00,12.00,0.00,1.00,1.00,0.00,21620.51,15251.76,25564.67
0.00,39.00,10.00,0.00,1.00,1.00,1.00,25862.32,25243.55,25564.67
0.00,39.00,12.00,0.00,0.00,0.00,0.00,17468.82,8813.76,16769.24
0.00,26.00,14.00,0.00,0.00,1.00,0.00,10862.18,12492.87,17978.02
0.00,25.00,15.00,0.00,0.00,1.00,0.00,8242.64,4277.08,763.98
0.00,32.00,14.00,0.00,0.00,0.00,0.00,1400.88,0.00,0.00
0.00,16.00,8.00,0.00,0.00,0.00,1.00,423.20,3809.81,8208.77
0.00,55.00,18.00,0.00,0.00,0.00,0.00,9714.05,9476.18,14481.72
0.00,40.00,12.00,0.00,0.00,1.00,0.00,21747.86,21662.90,23578.61
0.00,34.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,39.00,14.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,18.00,12.00,0.00,0.00,0.00,0.00,1587.01,3596.76,3915.98
0.00,46.00,14.00,0.00,0.00,1.00,0.00,25862.32,3412.36,25564.67
0.00,34.00,13.00,0.00,0.00,0.00,0.00,25862.32,25243.55,25564.67
0.00,22.00,15.00,0.00,0.00,0.00,0.00,9627.84,10494.87,17737.15
0.00,32.00,16.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,47.00,11.00,0.00,0.00,0.00,1.00,12012.26,23725.35,25564.67
0.00,22.00,6.00,0.00,1.00,0.00,1.00,12110.23,12188.52,0.00
0.00,30.00,6.00,0.00,1.00,1.00,1.00,11877.08,12195.68,12102.58
0.00,37.00,10.00,0.00,1.00,1.00,1.00,4909.92,4832.08,14777.27
0.00,27.00,6.00,0.00,1.00,1.00,1.00,11694.86,15011.85,17686.91
0.00,23.00,10.00,0.00,1.00,1.00,1.00,11806.54,8616.82,14332.47
0.00,41.00,15.00,0.00,0.00,0.00,0.00,16992.72,25243.55,0.00
0.00,49.00,9.00,0.00,1.00,1.00,1.00,18946.11,18764.37,25564.67
0.00,55.00,14.00,0.00,0.00,1.00,0.00,24200.86,25243.55,0.00
0.00,24.00,13.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,54.00,13.00,0.00,0.00,0.00,0.00,25862.32,24720.77,25564.67
0.00,36.00,12.00,0.00,1.00,1.00,0.00,20991.58,17077.89,22804.28
0.00,16.00,9.00,0.00,0.00,0.00,1.00,0.00,1471.65,4911.96
0.00,24.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,2293.43
0.00,30.00,14.00,0.00,1.00,0.00,0.00,6157.98,392.08,2636.26
0.00,46.00,6.00,0.00,1.00,1.00,1.00,12848.87,10881.58,10895.28
0.00,51.00,4.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
0.00,49.00,12.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,18.00,12.00,0.00,0.00,0.00,0.00,129.31,3917.23,4985.85
0.00,54.00,13.00,0.00,0.00,1.00,0.00,23095.84,21444.48,14471.38
0.00,21.00,13.00,0.00,0.00,0.00,0.00,10027.53,10242.44,15473.27
0.00,52.00,13.00,1.00,0.00,1.00,0.00,13291.67,11919.97,0.00
0.00,50.00,12.00,1.00,0.00,0.00,0.00,19486.87,17833.40,13509.38
0.00,25.00,14.00,0.00,0.00,0.00,0.00,16937.86,23241.97,25564.67
0.00,47.00,16.00,0.00,0.00,1.00,0.00,23809.01,24430.74,25564.67
0.00,33.00,16.00,0.00,0.00,0.00,0.00,25862.32,11119.69,1219.12
0.00,29.00,18.00,0.00,0.00,1.00,0.00,15940.59,25243.55,25564.67
0.00,29.00,16.00,0.00,0.00,0.00,0.00,21600.92,19034.71,25564.67
0.00,42.00,16.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,29.00,12.00,0.00,0.00,0.00,0.00,25862.32,24622.31,22603.31
0.00,36.00,13.00,1.00,0.00,1.00,0.00,25862.32,21636.05,13586.22
0.00,24.00,11.00,0.00,1.00,1.00,1.00,713.17,0.00,21750.66
0.00,22.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,22522.03
0.00,21.00,14.00,0.00,0.00,0.00,0.00,1939.67,2746.36,25564.67
0.00,27.00,12.00,1.00,0.00,0.00,0.00,21214.94,20436.53,25564.67
0.00,39.00,12.00,0.00,0.00,0.00,0.00,25862.32,25243.55,25564.67
0.00,41.00,14.00,0.00,0.00,0.00,0.00,25862.32,25243.55,25564.67
0.00,49.00,13.00,0.00,0.00,1.00,0.00,22400.30,25243.55,25564.67
0.00,52.00,12.00,0.00,0.00,1.00,0.00,14780.71,0.00,25564.67
0.00,53.00,15.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,19.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,40.00,18.00,0.00,0.00,1.00,0.00,0.00,0.00,4705.08
0.00,29.00,15.00,0.00,0.00,1.00,0.00,21440.26,22140.92,25564.67
0.00,39.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,26.00,14.00,0.00,0.00,1.00,0.00,25862.32,25243.55,7619.16
0.00,17.00,10.00,0.00,0.00,0.00,1.00,362.46,2515.40,217.23
0.00,22.00,13.00,0.00,1.00,1.00,0.00,14522.09,17679.44,21951.63
0.00,25.00,12.00,0.00,0.00,1.00,0.00,19004.89,19604.03,24978.01
0.00,19.00,11.00,0.00,0.00,1.00,1.00,4306.47,6978.68,837.87
0.00,48.00,11.00,0.00,0.00,1.00,1.00,25862.32,25243.55,25564.67
0.00,27.00,14.00,0.00,1.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,21.00,12.00,0.00,0.00,0.00,0.00,8129.00,2939.71,0.00
0.00,29.00,10.00,0.00,0.00,1.00,1.00,8473.83,16241.81,2476.67
0.00,33.00,12.00,0.00,0.00,1.00,0.00,20995.50,21163.40,24477.06
0.00,17.00,11.00,0.00,1.00,0.00,1.00,601.49,10.74,1913.66
0.00,23.00,12.00,0.00,0.00,1.00,0.00,19576.99,14716.45,0.00
0.00,28.00,12.00,0.00,0.00,1.00,0.00,25862.32,24821.03,25564.67
0.00,55.00,8.00,0.00,0.00,1.00,1.00,24377.20,25243.55,0.00
0.00,21.00,12.00,0.00,0.00,0.00,0.00,3046.66,1665.00,13787.19
0.00,20.00,12.00,0.00,0.00,0.00,0.00,840.53,2391.87,4270.63
0.00,32.00,17.00,0.00,0.00,0.00,0.00,0.00,957.82,2518.05
0.00,20.00,12.00,0.00,0.00,0.00,0.00,8799.07,15207.00,24942.55
0.00,48.00,10.00,0.00,0.00,1.00,1.00,11879.03,16757.42,14104.90
0.00,51.00,12.00,0.00,0.00,0.00,0.00,25862.32,25243.55,23135.29
0.00,29.00,13.00,0.00,0.00,1.00,0.00,17564.83,9211.21,2135.32
0.00,19.00,13.00,0.00,0.00,0.00,0.00,10331.21,13540.21,15980.14
0.00,36.00,16.00,0.00,0.00,1.00,0.00,19723.94,11162.66,23659.88
0.00,49.00,16.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,21.00,13.00,0.00,0.00,0.00,0.00,14718.01,11062.40,18931.16
0.00,18.00,11.00,0.00,0.00,0.00,1.00,0.00,1761.68,7233.47
0.00,33.00,17.00,0.00,0.00,0.00,0.00,25862.32,25243.55,25564.67
0.00,47.00,12.00,0.00,0.00,0.00,0.00,23135.02,18288.15,9933.28
0.00,55.00,8.00,0.00,0.00,1.00,1.00,22915.58,25243.55,1306.31
0.00,37.00,13.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,39.00,14.00,0.00,0.00,1.00,0.00,23595.45,25014.39,11677.00
0.00,33.00,12.00,0.00,1.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,32.00,13.00,0.00,0.00,0.00,0.00,22002.57,17670.48,23204.74
0.00,33.00,13.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,25.00,14.00,0.00,0.00,1.00,0.00,14931.57,16496.03,25564.67
0.00,36.00,14.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,29.00,12.00,0.00,1.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,39.00,15.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,32.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,35.00,12.00,0.00,0.00,1.00,0.00,25862.32,24765.53,25564.67
0.00,52.00,18.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,33.00,12.00,0.00,0.00,0.00,0.00,21863.46,22447.06,24072.17
0.00,38.00,10.00,0.00,0.00,1.00,1.00,25862.32,25243.55,25564.67
0.00,41.00,12.00,0.00,0.00,1.00,0.00,25862.32,23367.29,0.00
0.00,16.00,9.00,0.00,0.00,0.00,1.00,0.00,0.00,1609.24
0.00,50.00,13.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,33.00,12.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,44.00,8.00,0.00,0.00,1.00,1.00,25862.32,25243.55,25564.67
0.00,50.00,12.00,0.00,0.00,1.00,0.00,21077.79,23107.69,19307.98
0.00,51.00,14.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,30.00,16.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,33.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,19.00,13.00,0.00,0.00,0.00,0.00,1396.96,6702.97,357.61
0.00,16.00,10.00,0.00,0.00,0.00,1.00,0.00,261.39,9157.47
0.00,27.00,13.00,0.00,0.00,1.00,0.00,8652.12,14136.39,5927.16
0.00,42.00,6.00,0.00,1.00,1.00,1.00,2425.57,2832.29,1907.75
0.00,31.00,12.00,0.00,0.00,1.00,0.00,22837.21,7109.37,20716.25
0.00,29.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,42.00,12.00,0.00,0.00,1.00,0.00,16871.25,12449.90,0.00
0.00,17.00,9.00,0.00,0.00,0.00,1.00,815.06,0.00,9327.41
0.00,20.00,12.00,0.00,0.00,1.00,0.00,12145.49,791.32,13683.75
0.00,18.00,11.00,0.00,0.00,0.00,1.00,0.00,3226.16,15814.63
0.00,53.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,24459.33
0.00,35.00,14.00,0.00,0.00,1.00,0.00,8763.80,10894.11,20216.78
0.00,28.00,15.00,0.00,0.00,1.00,0.00,22363.07,23870.37,25564.67
0.00,36.00,9.00,0.00,0.00,1.00,1.00,18789.37,25241.76,21741.79
0.00,31.00,18.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,19.00,12.00,0.00,1.00,0.00,0.00,0.00,0.00,5310.95
0.00,26.00,9.00,0.00,1.00,0.00,1.00,9594.53,10258.55,6677.85
0.00,48.00,12.00,0.00,0.00,1.00,0.00,19392.82,9848.57,6864.04
0.00,19.00,13.00,0.00,1.00,1.00,0.00,5090.18,5399.61,3583.49
0.00,28.00,12.00,0.00,0.00,1.00,0.00,23528.84,25223.85,25564.67
0.00,36.00,14.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,22.00,12.00,0.00,0.00,0.00,0.00,13902.96,14770.16,21028.05
0.00,49.00,11.00,0.00,0.00,1.00,1.00,25862.32,25243.55,25564.67
0.00,29.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,22391.99
0.00,27.00,15.00,0.00,0.00,1.00,0.00,25323.52,25243.55,0.00
0.00,33.00,12.00,0.00,0.00,1.00,0.00,18955.91,2014.11,15776.21
0.00,41.00,11.00,0.00,0.00,0.00,1.00,148.90,3448.16,487.65
0.00,36.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,33.00,14.00,0.00,1.00,1.00,0.00,22798.03,22787.23,25564.67
0.00,28.00,12.00,0.00,1.00,1.00,0.00,22255.31,23347.60,25564.67
0.00,25.00,11.00,0.00,1.00,1.00,1.00,12801.85,13490.08,21755.09
0.00,25.00,10.00,0.00,0.00,1.00,1.00,13632.58,2785.74,0.00
0.00,37.00,9.00,0.00,0.00,1.00,1.00,23178.13,3419.52,14443.30
0.00,18.00,9.00,0.00,0.00,1.00,1.00,76.41,501.29,3651.46
0.00,24.00,13.00,0.00,0.00,1.00,0.00,0.00,14691.39,13868.46
0.00,30.00,9.00,0.00,0.00,1.00,1.00,16299.14,18255.92,25564.67
0.00,42.00,3.00,0.00,0.00,1.00,1.00,13256.40,16060.98,14425.57
0.00,30.00,12.00,0.00,1.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,23.00,13.00,0.00,0.00,1.00,0.00,18419.07,16214.95,10772.63
0.00,28.00,13.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,25.00,12.00,0.00,0.00,1.00,0.00,15909.25,16075.31,465.48
0.00,29.00,12.00,0.00,0.00,0.00,0.00,3585.46,3367.60,243.82
0.00,44.00,18.00,0.00,0.00,1.00,0.00,25862.32,25243.55,0.00
0.00,35.00,16.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,41.00,12.00,0.00,0.00,1.00,0.00,22639.33,20470.55,22761.42
0.00,52.00,12.00,0.00,0.00,1.00,0.00,22533.53,22561.65,15827.93
0.00,23.00,12.00,0.00,0.00,0.00,0.00,10225.41,5168.66,23170.75
0.00,25.00,12.00,0.00,1.00,1.00,0.00,25862.32,20275.40,25564.67
0.00,24.00,11.00,0.00,1.00,1.00,1.00,9774.78,11169.82,1924.00
0.00,22.00,12.00,0.00,1.00,0.00,0.00,387.93,11094.63,14911.74
0.00,25.00,6.00,0.00,1.00,1.00,1.00,10380.20,11155.50,18852.84
0.00,33.00,9.00,0.00,0.00,1.00,1.00,25862.32,25243.55,25564.67
0.00,32.00,18.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,33.00,17.00,0.00,0.00,1.00,0.00,25862.32,25243.55,1847.16
0.00,38.00,12.00,0.00,1.00,1.00,0.00,0.00,13121.27,25564.67
0.00,34.00,16.00,0.00,0.00,1.00,0.00,25860.36,25243.55,25564.67
0.00,33.00,13.00,0.00,1.00,1.00,0.00,0.00,0.00,13301.02
0.00,20.00,11.00,0.00,1.00,1.00,1.00,10913.12,13388.03,12972.96
0.00,18.00,11.00,0.00,0.00,0.00,1.00,0.00,0.00,11684.38
0.00,17.00,10.00,0.00,0.00,0.00,1.00,0.00,0.00,6881.77
0.00,33.00,14.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,42.00,12.00,0.00,0.00,0.00,0.00,1880.90,4952.03,0.00
0.00,34.00,13.00,0.00,0.00,1.00,0.00,20200.04,10314.05,25564.67
0.00,16.00,10.00,0.00,0.00,0.00,1.00,0.00,2028.44,16420.50
0.00,28.00,13.00,0.00,0.00,1.00,0.00,12952.71,15138.97,21839.32
0.00,28.00,13.00,0.00,0.00,1.00,0.00,22092.69,25243.55,25564.67
0.00,29.00,18.00,0.00,1.00,1.00,0.00,276.26,6284.03,25564.67
0.00,39.00,12.00,0.00,0.00,0.00,0.00,25862.32,25243.55,25564.67
0.00,25.00,13.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,41.00,18.00,0.00,0.00,1.00,0.00,25862.32,25243.55,12618.31
0.00,19.00,12.00,0.00,0.00,0.00,0.00,503.53,0.00,177.33
0.00,29.00,14.00,0.00,0.00,1.00,0.00,25509.65,24599.03,25564.67
0.00,47.00,14.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,22.00,15.00,0.00,0.00,1.00,0.00,7280.64,9291.77,22391.99
0.00,22.00,14.00,0.00,1.00,1.00,0.00,4676.77,4604.71,24964.71
0.00,35.00,12.00,0.00,0.00,1.00,0.00,25862.32,17149.50,22464.40
0.00,31.00,10.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
0.00,38.00,12.00,0.00,1.00,1.00,0.00,15100.07,15683.23,16392.42
0.00,27.00,14.00,0.00,1.00,1.00,0.00,4067.44,4613.66,17480.03
0.00,53.00,8.00,0.00,1.00,0.00,1.00,16065.99,16906.02,16687.97
0.00,41.00,12.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,35.00,12.00,0.00,1.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,32.00,13.00,0.00,0.00,1.00,0.00,25862.32,13982.42,25564.67
0.00,51.00,12.00,0.00,0.00,1.00,0.00,14847.32,12016.65,22321.06
0.00,18.00,11.00,0.00,0.00,0.00,1.00,1712.40,599.76,1720.07
0.00,34.00,11.00,0.00,1.00,1.00,1.00,22198.49,0.00,0.00
0.00,49.00,12.00,0.00,0.00,1.00,0.00,20546.83,24794.18,25564.67
0.00,29.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,51.00,10.00,0.00,1.00,1.00,1.00,23571.94,12480.34,22210.23
0.00,22.00,9.00,0.00,1.00,1.00,1.00,15948.43,25243.55,25564.67
0.00,49.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,18.00,12.00,0.00,0.00,0.00,0.00,2940.86,782.37,6073.46
0.00,23.00,13.00,0.00,0.00,0.00,0.00,6543.95,984.68,2857.92
0.00,31.00,11.00,0.00,0.00,1.00,1.00,12660.78,14745.10,25564.67
0.00,24.00,13.00,0.00,0.00,0.00,0.00,12417.83,12994.16,10098.78
0.00,49.00,4.00,0.00,1.00,1.00,1.00,15519.35,21303.05,25564.67
0.00,43.00,10.00,0.00,1.00,1.00,1.00,25862.32,25243.55,0.00
0.00,43.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,52.00,6.00,0.00,1.00,1.00,1.00,19684.75,19670.27,13629.07
0.00,43.00,1.00,0.00,1.00,1.00,1.00,12609.84,4275.29,0.00
0.00,33.00,9.00,0.00,1.00,1.00,1.00,11959.36,7087.89,25564.67
0.00,41.00,5.00,0.00,1.00,1.00,1.00,7690.12,12213.58,19702.53
0.00,40.00,8.00,0.00,1.00,1.00,1.00,22451.24,21779.27,19278.42
0.00,25.00,11.00,0.00,1.00,1.00,1.00,12627.47,3381.92,17178.57
0.00,46.00,12.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,32.00,18.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,45.00,12.00,0.00,0.00,0.00,0.00,20202.00,19240.60,20954.16
0.00,29.00,13.00,0.00,0.00,0.00,0.00,10936.63,0.00,25564.67
0.00,29.00,16.00,0.00,0.00,0.00,0.00,9721.88,5433.63,25564.67
0.00,23.00,16.00,0.00,0.00,0.00,0.00,4520.03,0.00,25564.67
0.00,25.00,16.00,0.00,0.00,1.00,0.00,21271.76,20601.24,25564.67
0.00,35.00,15.00,0.00,0.00,0.00,0.00,3083.89,324.05,0.00
0.00,29.00,16.00,0.00,0.00,1.00,0.00,25862.32,25243.55,0.00
0.00,31.00,13.00,0.00,0.00,1.00,0.00,25862.32,25243.55,24870.14
0.00,30.00,16.00,0.00,1.00,1.00,0.00,23552.35,20167.98,25564.67
0.00,27.00,3.00,0.00,1.00,1.00,1.00,10858.26,10954.98,11387.36
0.00,20.00,13.00,0.00,0.00,1.00,0.00,2453.00,6606.29,15012.22
0.00,21.00,12.00,0.00,1.00,1.00,0.00,13468.00,14723.61,3576.10
0.00,44.00,8.00,0.00,0.00,0.00,1.00,5842.53,11841.19,10638.15
0.00,44.00,6.00,0.00,1.00,1.00,1.00,8493.42,8353.65,10132.77
0.00,50.00,10.00,0.00,0.00,1.00,1.00,25862.32,25243.55,0.00
0.00,23.00,16.00,0.00,0.00,0.00,0.00,9557.30,17094.00,21079.77
0.00,23.00,16.00,0.00,0.00,0.00,0.00,503.53,24860.42,25564.67
0.00,29.00,16.00,0.00,0.00,1.00,0.00,21322.70,21349.60,8666.87
0.00,19.00,11.00,0.00,0.00,0.00,1.00,0.00,1074.19,7713.73
0.00,43.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,25.00,14.00,1.00,0.00,0.00,0.00,11855.52,13099.79,15495.44
0.00,23.00,11.00,0.00,0.00,1.00,1.00,2770.40,9572.86,9401.30
0.00,44.00,8.00,0.00,0.00,1.00,1.00,18991.17,12829.45,21035.44
0.00,31.00,12.00,0.00,0.00,1.00,0.00,25862.32,22507.94,22607.74
0.00,33.00,13.00,0.00,0.00,1.00,0.00,23501.41,25243.55,25564.67
0.00,27.00,12.00,0.00,0.00,0.00,0.00,21395.19,17584.55,15804.29
0.00,25.00,12.00,0.00,0.00,1.00,0.00,8614.90,5367.39,11929.69
0.00,34.00,12.00,0.00,0.00,1.00,0.00,14014.64,14501.61,13148.81
0.00,27.00,14.00,0.00,0.00,1.00,0.00,19175.34,20889.48,25564.67
0.00,28.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,20295.10
0.00,46.00,14.00,0.00,0.00,1.00,0.00,22986.12,15309.05,0.00
0.00,26.00,11.00,0.00,0.00,0.00,1.00,0.00,2834.08,9680.59
0.00,39.00,14.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,30.00,17.00,0.00,1.00,1.00,0.00,11363.75,1074.19,25564.67
0.00,23.00,10.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
0.00,24.00,12.00,0.00,0.00,1.00,0.00,23881.50,21510.73,23992.37
0.00,31.00,16.00,0.00,0.00,1.00,0.00,9331.99,2365.02,0.00
0.00,21.00,10.00,0.00,0.00,1.00,1.00,5005.93,23263.45,3537.68
0.00,29.00,12.00,0.00,0.00,1.00,0.00,25862.32,23632.26,25564.67
0.00,42.00,12.00,0.00,0.00,1.00,0.00,19586.79,14238.44,13763.55
0.00,44.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,51.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,49.00,10.00,0.00,1.00,1.00,1.00,16696.87,16995.53,17556.87
0.00,27.00,13.00,0.00,0.00,1.00,0.00,27.43,0.00,0.00
0.00,50.00,14.00,0.00,0.00,1.00,0.00,18107.54,2327.42,7153.67
0.00,43.00,14.00,0.00,0.00,1.00,0.00,8869.60,12829.45,0.00
0.00,27.00,16.00,0.00,0.00,1.00,0.00,21165.96,22516.89,25564.67
0.00,47.00,12.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
0.00,28.00,12.00,0.00,0.00,1.00,0.00,23781.58,21324.53,0.00
0.00,53.00,15.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,32.00,14.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,39.00,13.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,26.00,16.00,0.00,0.00,0.00,0.00,12341.42,13980.63,18699.15
0.00,27.00,18.00,0.00,0.00,0.00,0.00,2284.51,0.00,0.00
0.00,53.00,12.00,0.00,0.00,1.00,0.00,25862.32,16791.44,0.00
0.00,37.00,13.00,0.00,0.00,1.00,0.00,25862.32,24754.79,22655.03
0.00,37.00,14.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,32.00,10.00,0.00,0.00,1.00,1.00,24424.22,25243.55,0.00
0.00,18.00,10.00,0.00,0.00,0.00,1.00,0.00,0.00,5049.39
0.00,17.00,10.00,0.00,0.00,0.00,1.00,0.00,2254.02,6481.31
0.00,44.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,30.00,13.00,0.00,0.00,1.00,0.00,11220.72,21483.87,25564.67
0.00,55.00,9.00,0.00,0.00,0.00,1.00,10205.82,10004.32,10717.95
0.00,38.00,4.00,0.00,1.00,1.00,1.00,16369.67,13384.45,13717.74
0.00,18.00,11.00,0.00,1.00,1.00,1.00,6173.65,6821.13,14582.21
0.00,27.00,11.00,0.00,0.00,1.00,1.00,327.20,0.00,0.00
0.00,42.00,3.00,0.00,1.00,1.00,1.00,0.00,7897.11,11526.27
0.00,48.00,14.00,0.00,0.00,1.00,0.00,19790.55,15955.35,0.00
0.00,55.00,12.00,0.00,0.00,1.00,0.00,22357.19,7979.47,0.00
0.00,23.00,16.00,0.00,0.00,0.00,0.00,338.95,6153.34,7514.24
0.00,26.00,13.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,40.00,13.00,0.00,0.00,1.00,0.00,3577.62,10301.52,11911.95
0.00,29.00,16.00,0.00,0.00,1.00,0.00,1208.87,1444.79,1557.52
0.00,50.00,12.00,0.00,0.00,0.00,0.00,14616.13,14510.56,15926.94
0.00,41.00,12.00,0.00,0.00,1.00,0.00,16330.49,21141.92,17976.54
0.00,40.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,0.00
0.00,50.00,10.00,0.00,0.00,1.00,1.00,25862.32,25243.55,5550.34
0.00,23.00,15.00,0.00,0.00,0.00,0.00,8836.29,5215.21,11131.71
0.00,31.00,18.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,41.00,12.00,0.00,0.00,1.00,0.00,22931.26,23617.94,0.00
0.00,20.00,12.00,0.00,0.00,0.00,0.00,5293.94,667.79,7347.26
0.00,47.00,12.00,0.00,1.00,1.00,0.00,25862.32,23909.76,0.00
0.00,18.00,12.00,0.00,1.00,0.00,0.00,693.58,3335.37,0.00
0.00,46.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,17732.72
0.00,35.00,12.00,0.00,1.00,1.00,0.00,23342.70,22035.29,25564.67
0.00,23.00,12.00,0.00,0.00,1.00,0.00,15213.71,16974.05,7264.50
0.00,45.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,21.00,14.00,0.00,0.00,0.00,0.00,3428.72,3133.07,20732.50
0.00,55.00,12.00,0.00,1.00,1.00,0.00,19339.92,16170.19,25564.67
0.00,52.00,12.00,0.00,0.00,1.00,0.00,25862.32,20268.24,24856.84
0.00,50.00,12.00,0.00,0.00,0.00,0.00,16236.44,14349.44,18833.63
0.00,47.00,12.00,0.00,0.00,1.00,0.00,11688.99,1389.29,12834.06
0.00,36.00,8.00,0.00,1.00,0.00,1.00,8897.03,11692.60,10568.70
0.00,42.00,5.00,0.00,0.00,1.00,1.00,25862.32,25243.55,18694.72
0.00,48.00,12.00,0.00,0.00,1.00,0.00,25862.32,25243.55,25564.67
0.00,45.00,12.00,0.00,0.00,1.00,0.00,22948.89,15969.68,12430.64
0.00,39.00,12.00,0.00,1.00,1.00,0.00,11173.70,9356.23,17276.10
0.00,27.00,12.00,0.00,0.00,1.00,0.00,6369.58,10387.45,1479.20
0.00,45.00,10.00,0.00,0.00,1.00,1.00,25862.32,25243.55,25564.67
0.00,53.00,14.00,0.00,0.00,1.00,0.00,4559.21,11293.35,3669.20
0.00,36.00,12.00,0.00,0.00,1.00,0.00,15805.41,25243.55,25564.67
0.00,20.00,12.00,0.00,0.00,0.00,0.00,4186.95,15767.37,1040.32
0.00,18.00,10.00,0.00,0.00,0.00,1.00,0.00,1856.57,22428.93
0.00,20.00,13.00,0.00,0.00,0.00,0.00,4964.78,12029.18,23348.08
0.00,20.00,12.00,0.00,0.00,0.00,0.00,5282.18,14079.10,5291.74
