AreaCode,Area,Year,Series,Value
659,Saint Kitts and Nevis,2011,"Intentional homicide rates per 100,000",65.4
659,Saint Kitts and Nevis,2011,"Assault rate per 100,000 population",258.5
659,Saint Kitts and Nevis,2011,"Kidnapping at the national level, rate per 100,000",5.7
659,Saint Kitts and Nevis,2011,"Theft at the national level, rate per 100,000 population",926.5
659,Saint Kitts and Nevis,2011,"Robbery at the national level, rate per 100,000 population",124.5
659,Saint Kitts and Nevis,2011,"Total Sexual Violence at the national level, rate per 100,000",120.8
659,Saint Kitts and Nevis,2012,"Intentional homicide rates per 100,000",34.2
662,Saint Lucia,2004,"Intentional homicide rates per 100,000",22.8
662,Saint Lucia,2004,"Percentage of male and female intentional homicide victims, Male",41.7
662,Saint Lucia,2004,"Percentage of male and female intentional homicide victims, Female",4.7
662,Saint Lucia,2005,"Intentional homicide rates per 100,000",25
662,Saint Lucia,2010,"Intentional homicide rates per 100,000",25.5
662,Saint Lucia,2010,"Percentage of male and female intentional homicide victims, Male",45.5
662,Saint Lucia,2010,"Percentage of male and female intentional homicide victims, Female",6.3
662,Saint Lucia,2014,"Intentional homicide rates per 100,000",19.3
662,Saint Lucia,2014,"Percentage of male and female intentional homicide victims, Male",39.3
662,Saint Lucia,2014,"Percentage of male and female intentional homicide victims, Female",0
666,Saint Pierre and Miquelon,2009,"Intentional homicide rates per 100,000",15.9
670,Saint Vincent & Grenadines,2005,"Intentional homicide rates per 100,000",23.9
670,Saint Vincent & Grenadines,2005,"Percentage of male and female intentional homicide victims, Male",34.6
670,Saint Vincent & Grenadines,2005,"Percentage of male and female intentional homicide victims, Female",13
670,Saint Vincent & Grenadines,2005,"Assault rate per 100,000 population","1,151.30"
670,Saint Vincent & Grenadines,2005,"Kidnapping at the national level, rate per 100,000",1.8
670,Saint Vincent & Grenadines,2005,"Theft at the national level, rate per 100,000 population","1,777.50"
670,Saint Vincent & Grenadines,2005,"Robbery at the national level, rate per 100,000 population",67.1
670,Saint Vincent & Grenadines,2005,"Total Sexual Violence at the national level, rate per 100,000",104.8
670,Saint Vincent & Grenadines,2010,"Intentional homicide rates per 100,000",22.9
670,Saint Vincent & Grenadines,2010,"Percentage of male and female intentional homicide victims, Male",39.9
670,Saint Vincent & Grenadines,2010,"Percentage of male and female intentional homicide victims, Female",5.5
670,Saint Vincent & Grenadines,2010,"Assault rate per 100,000 population","1,197.50"
670,Saint Vincent & Grenadines,2010,"Kidnapping at the national level, rate per 100,000",1.8
670,Saint Vincent & Grenadines,2010,"Theft at the national level, rate per 100,000 population","1,739.00"
670,Saint Vincent & Grenadines,2010,"Robbery at the national level, rate per 100,000 population",107
670,Saint Vincent & Grenadines,2010,"Total Sexual Violence at the national level, rate per 100,000",153.7
670,Saint Vincent & Grenadines,2012,"Intentional homicide rates per 100,000",25.6
670,Saint Vincent & Grenadines,2012,"Assault rate per 100,000 population","1,017.10"
670,Saint Vincent & Grenadines,2012,"Kidnapping at the national level, rate per 100,000",3.7
670,Saint Vincent & Grenadines,2012,"Theft at the national level, rate per 100,000 population","1,923.50"
670,Saint Vincent & Grenadines,2012,"Robbery at the national level, rate per 100,000 population",146.3
670,Saint Vincent & Grenadines,2012,"Total Sexual Violence at the national level, rate per 100,000",160.1
670,Saint Vincent & Grenadines,2013,"Robbery at the national level, rate per 100,000 population",136.3
670,Saint Vincent & Grenadines,2013,"Total Sexual Violence at the national level, rate per 100,000",209.5
882,Samoa,2010,"Intentional homicide rates per 100,000",8.6
882,Samoa,2013,"Intentional homicide rates per 100,000",3.1
882,Samoa,2013,"Percentage of male and female intentional homicide victims, Male",4.8
882,Samoa,2013,"Percentage of male and female intentional homicide victims, Female",1.4
674,San Marino,2005,"Intentional homicide rates per 100,000",0
674,San Marino,2010,"Intentional homicide rates per 100,000",0
674,San Marino,2011,"Intentional homicide rates per 100,000",0
678,Sao Tome and Principe,2004,"Assault rate per 100,000 population",0.7
678,Sao Tome and Principe,2009,"Intentional homicide rates per 100,000",2.9
678,Sao Tome and Principe,2009,"Assault rate per 100,000 population",3
678,Sao Tome and Principe,2009,"Theft at the national level, rate per 100,000 population",3
678,Sao Tome and Principe,2010,"Intentional homicide rates per 100,000",3.4
678,Sao Tome and Principe,2010,"Theft at the national level, rate per 100,000 population",9.4
678,Sao Tome and Principe,2010,"Robbery at the national level, rate per 100,000 population",0.6
678,Sao Tome and Principe,2011,"Intentional homicide rates per 100,000",3.4
678,Sao Tome and Principe,2011,"Percentage of male and female intentional homicide victims, Male",5.2
678,Sao Tome and Principe,2011,"Percentage of male and female intentional homicide victims, Female",1.5
678,Sao Tome and Principe,2011,"Assault rate per 100,000 population",2.3
678,Sao Tome and Principe,2011,"Theft at the national level, rate per 100,000 population",11.5
678,Sao Tome and Principe,2011,"Robbery at the national level, rate per 100,000 population",0.6
682,Saudi Arabia,2005,"Intentional homicide rates per 100,000",1.2
682,Saudi Arabia,2007,"Intentional homicide rates per 100,000",1
682,Saudi Arabia,2015,"Intentional homicide rates per 100,000",1.5
682,Saudi Arabia,2015,"Percentage of male and female intentional homicide victims, Male",1.8
682,Saudi Arabia,2015,"Percentage of male and female intentional homicide victims, Female",1.1
682,Saudi Arabia,2015,"Assault rate per 100,000 population",1.4
682,Saudi Arabia,2015,"Robbery at the national level, rate per 100,000 population",0.3
682,Saudi Arabia,2015,"Total Sexual Violence at the national level, rate per 100,000",0.1
686,Senegal,2005,"Intentional homicide rates per 100,000",9.3
686,Senegal,2005,"Assault rate per 100,000 population",2.5
686,Senegal,2005,"Robbery at the national level, rate per 100,000 population",24.4
686,Senegal,2010,"Intentional homicide rates per 100,000",8.5
686,Senegal,2010,"Assault rate per 100,000 population",2.4
686,Senegal,2010,"Theft at the national level, rate per 100,000 population",19.3
686,Senegal,2010,"Robbery at the national level, rate per 100,000 population",19.3
686,Senegal,2015,"Intentional homicide rates per 100,000",7.4
686,Senegal,2015,"Percentage of male and female intentional homicide victims, Male",12.3
686,Senegal,2015,"Percentage of male and female intentional homicide victims, Female",2.7
686,Senegal,2015,"Kidnapping at the national level, rate per 100,000",0
686,Senegal,2015,"Theft at the national level, rate per 100,000 population",16.5
686,Senegal,2015,"Robbery at the national level, rate per 100,000 population",16.5
686,Senegal,2015,"Total Sexual Violence at the national level, rate per 100,000",1.7
688,Serbia,2005,"Intentional homicide rates per 100,000",1.6
688,Serbia,2005,"Percentage of male and female intentional homicide victims, Male",2.3
688,Serbia,2005,"Percentage of male and female intentional homicide victims, Female",1
688,Serbia,2005,"Assault rate per 100,000 population",17.6
688,Serbia,2005,"Kidnapping at the national level, rate per 100,000",0.3
688,Serbia,2005,"Theft at the national level, rate per 100,000 population",182.5
688,Serbia,2005,"Robbery at the national level, rate per 100,000 population",32.5
688,Serbia,2005,"Total Sexual Violence at the national level, rate per 100,000",5.8
688,Serbia,2010,"Intentional homicide rates per 100,000",1.4
688,Serbia,2010,"Percentage of male and female intentional homicide victims, Male",2
688,Serbia,2010,"Percentage of male and female intentional homicide victims, Female",0.9
688,Serbia,2010,"Assault rate per 100,000 population",15.4
688,Serbia,2010,"Kidnapping at the national level, rate per 100,000",0.2
688,Serbia,2010,"Theft at the national level, rate per 100,000 population",175.7
688,Serbia,2010,"Robbery at the national level, rate per 100,000 population",40
688,Serbia,2010,"Total Sexual Violence at the national level, rate per 100,000",5.4
688,Serbia,2015,"Intentional homicide rates per 100,000",1.2
688,Serbia,2015,"Percentage of male and female intentional homicide victims, Male",1.7
688,Serbia,2015,"Percentage of male and female intentional homicide victims, Female",0.7
688,Serbia,2015,"Assault rate per 100,000 population",12.9
688,Serbia,2015,"Kidnapping at the national level, rate per 100,000",0.2
688,Serbia,2015,"Theft at the national level, rate per 100,000 population",255.4
688,Serbia,2015,"Robbery at the national level, rate per 100,000 population",34.2
688,Serbia,2015,"Total Sexual Violence at the national level, rate per 100,000",3.8
690,Seychelles,2004,"Intentional homicide rates per 100,000",11.4
690,Seychelles,2004,"Percentage of male and female intentional homicide victims, Male",18.8
690,Seychelles,2004,"Percentage of male and female intentional homicide victims, Female",4.1
690,Seychelles,2010,"Intentional homicide rates per 100,000",9.8
690,Seychelles,2010,"Percentage of male and female intentional homicide victims, Male",16.4
690,Seychelles,2010,"Percentage of male and female intentional homicide victims, Female",2.9
690,Seychelles,2014,"Intentional homicide rates per 100,000",17.2
690,Seychelles,2014,"Percentage of male and female intentional homicide victims, Male",29.1
690,Seychelles,2014,"Percentage of male and female intentional homicide victims, Female",5.3
690,Seychelles,2015,"Intentional homicide rates per 100,000",7.5
694,Sierra Leone,2005,"Intentional homicide rates per 100,000",1.7
694,Sierra Leone,2008,"Intentional homicide rates per 100,000",3
694,Sierra Leone,2008,"Assault rate per 100,000 population",359.9
694,Sierra Leone,2008,"Theft at the national level, rate per 100,000 population",190.2
694,Sierra Leone,2008,"Robbery at the national level, rate per 100,000 population",3.3
694,Sierra Leone,2008,"Total Sexual Violence at the national level, rate per 100,000",11.3
694,Sierra Leone,2010,"Intentional homicide rates per 100,000",2.5
694,Sierra Leone,2015,"Intentional homicide rates per 100,000",1.7
694,Sierra Leone,2015,"Percentage of male and female intentional homicide victims, Male",2.7
694,Sierra Leone,2015,"Percentage of male and female intentional homicide victims, Female",0.8
702,Singapore,2003,"Intentional homicide rates per 100,000",0.6
702,Singapore,2003,"Assault rate per 100,000 population",13.9
702,Singapore,2003,"Kidnapping at the national level, rate per 100,000",0.1
702,Singapore,2003,"Theft at the national level, rate per 100,000 population",354.6
702,Singapore,2003,"Robbery at the national level, rate per 100,000 population",22.9
702,Singapore,2005,"Intentional homicide rates per 100,000",0.5
702,Singapore,2005,"Assault rate per 100,000 population",13.5
702,Singapore,2005,"Theft at the national level, rate per 100,000 population",470.9
702,Singapore,2005,"Robbery at the national level, rate per 100,000 population",24.3
702,Singapore,2006,"Intentional homicide rates per 100,000",0.4
702,Singapore,2006,"Percentage of male and female intentional homicide victims, Male",0.5
702,Singapore,2006,"Percentage of male and female intentional homicide victims, Female",0.2
702,Singapore,2006,"Assault rate per 100,000 population",13.8
702,Singapore,2006,"Kidnapping at the national level, rate per 100,000",0
702,Singapore,2006,"Theft at the national level, rate per 100,000 population",413.3
702,Singapore,2006,"Robbery at the national level, rate per 100,000 population",20.5
702,Singapore,2006,"Total Sexual Violence at the national level, rate per 100,000",30.3
702,Singapore,2010,"Intentional homicide rates per 100,000",0.4
702,Singapore,2010,"Percentage of male and female intentional homicide victims, Male",0.6
702,Singapore,2010,"Percentage of male and female intentional homicide victims, Female",0.1
702,Singapore,2010,"Assault rate per 100,000 population",8.5
702,Singapore,2010,"Theft at the national level, rate per 100,000 population",359.8
702,Singapore,2010,"Robbery at the national level, rate per 100,000 population",10.2
702,Singapore,2010,"Total Sexual Violence at the national level, rate per 100,000",31.1
702,Singapore,2015,"Intentional homicide rates per 100,000",0.3
702,Singapore,2015,"Percentage of male and female intentional homicide victims, Male",0.4
702,Singapore,2015,"Percentage of male and female intentional homicide victims, Female",0.1
702,Singapore,2015,"Assault rate per 100,000 population",8.4
702,Singapore,2015,"Theft at the national level, rate per 100,000 population",266
702,Singapore,2015,"Robbery at the national level, rate per 100,000 population",2.2
702,Singapore,2015,"Total Sexual Violence at the national level, rate per 100,000",26
703,Slovakia,2005,"Intentional homicide rates per 100,000",1.7
703,Slovakia,2005,"Percentage of male and female intentional homicide victims, Male",2.3
703,Slovakia,2005,"Percentage of male and female intentional homicide victims, Female",1.2
703,Slovakia,2005,"Assault rate per 100,000 population",72.4
703,Slovakia,2005,"Kidnapping at the national level, rate per 100,000",0.3
703,Slovakia,2005,"Theft at the national level, rate per 100,000 population",350.9
703,Slovakia,2005,"Robbery at the national level, rate per 100,000 population",35.6
703,Slovakia,2010,"Intentional homicide rates per 100,000",1.5
703,Slovakia,2010,"Percentage of male and female intentional homicide victims, Male",1.9
703,Slovakia,2010,"Percentage of male and female intentional homicide victims, Female",1.1
703,Slovakia,2010,"Assault rate per 100,000 population",44.9
703,Slovakia,2010,"Kidnapping at the national level, rate per 100,000",0.1
703,Slovakia,2010,"Theft at the national level, rate per 100,000 population",452.5
703,Slovakia,2010,"Robbery at the national level, rate per 100,000 population",22
703,Slovakia,2010,"Total Sexual Violence at the national level, rate per 100,000",10.4
703,Slovakia,2015,"Intentional homicide rates per 100,000",0.8
703,Slovakia,2015,"Percentage of male and female intentional homicide victims, Male",1.1
703,Slovakia,2015,"Percentage of male and female intentional homicide victims, Female",0.5
703,Slovakia,2015,"Assault rate per 100,000 population",35
703,Slovakia,2015,"Kidnapping at the national level, rate per 100,000",0
703,Slovakia,2015,"Theft at the national level, rate per 100,000 population",444
703,Slovakia,2015,"Robbery at the national level, rate per 100,000 population",9.9
703,Slovakia,2015,"Total Sexual Violence at the national level, rate per 100,000",3
705,Slovenia,2005,"Intentional homicide rates per 100,000",1
705,Slovenia,2005,"Percentage of male and female intentional homicide victims, Male",1
705,Slovenia,2005,"Percentage of male and female intentional homicide victims, Female",1
705,Slovenia,2005,"Assault rate per 100,000 population",115.4
705,Slovenia,2005,"Kidnapping at the national level, rate per 100,000",0.2
705,Slovenia,2005,"Theft at the national level, rate per 100,000 population","1,477.00"
705,Slovenia,2005,"Robbery at the national level, rate per 100,000 population",21.5
705,Slovenia,2005,"Total Sexual Violence at the national level, rate per 100,000",15.6
705,Slovenia,2010,"Intentional homicide rates per 100,000",0.7
705,Slovenia,2010,"Percentage of male and female intentional homicide victims, Male",0.7
705,Slovenia,2010,"Percentage of male and female intentional homicide victims, Female",0.8
705,Slovenia,2010,"Assault rate per 100,000 population",106.3
705,Slovenia,2010,"Kidnapping at the national level, rate per 100,000",0.2
705,Slovenia,2010,"Theft at the national level, rate per 100,000 population","1,408.60"
705,Slovenia,2010,"Robbery at the national level, rate per 100,000 population",22.6
705,Slovenia,2010,"Total Sexual Violence at the national level, rate per 100,000",18.3
705,Slovenia,2015,"Intentional homicide rates per 100,000",1
705,Slovenia,2015,"Percentage of male and female intentional homicide victims, Male",0.9
705,Slovenia,2015,"Percentage of male and female intentional homicide victims, Female",1.1
705,Slovenia,2015,"Assault rate per 100,000 population",74.5
705,Slovenia,2015,"Kidnapping at the national level, rate per 100,000",0.2
705,Slovenia,2015,"Theft at the national level, rate per 100,000 population","1,102.70"
705,Slovenia,2015,"Robbery at the national level, rate per 100,000 population",11.2
705,Slovenia,2015,"Total Sexual Violence at the national level, rate per 100,000",7.4
90,Solomon Islands,2005,"Intentional homicide rates per 100,000",5.5
90,Solomon Islands,2005,"Assault rate per 100,000 population",258.5
90,Solomon Islands,2005,"Theft at the national level, rate per 100,000 population",219.3
90,Solomon Islands,2005,"Robbery at the national level, rate per 100,000 population",5.1
90,Solomon Islands,2005,"Total Sexual Violence at the national level, rate per 100,000",43.5
90,Solomon Islands,2008,"Intentional homicide rates per 100,000",3.8
90,Solomon Islands,2008,"Percentage of male and female intentional homicide victims, Male",5.7
90,Solomon Islands,2008,"Percentage of male and female intentional homicide victims, Female",1.8
90,Solomon Islands,2008,"Assault rate per 100,000 population",217.9
90,Solomon Islands,2008,"Theft at the national level, rate per 100,000 population",174.4
90,Solomon Islands,2008,"Robbery at the national level, rate per 100,000 population",10.3
90,Solomon Islands,2008,"Total Sexual Violence at the national level, rate per 100,000",24.2
706,Somalia,2005,"Intentional homicide rates per 100,000",5
706,Somalia,2010,"Intentional homicide rates per 100,000",5.3
706,Somalia,2015,"Intentional homicide rates per 100,000",4.3
706,Somalia,2015,"Percentage of male and female intentional homicide victims, Male",6.5
706,Somalia,2015,"Percentage of male and female intentional homicide victims, Female",2.2
710,South Africa,2005,"Intentional homicide rates per 100,000",38
710,South Africa,2010,"Intentional homicide rates per 100,000",30.8
710,South Africa,2010,"Percentage of male and female intentional homicide victims, Male",51.9
710,South Africa,2010,"Percentage of male and female intentional homicide victims, Female",10.4
710,South Africa,2011,"Intentional homicide rates per 100,000",29.8
710,South Africa,2011,"Percentage of male and female intentional homicide victims, Male",51.3
710,South Africa,2011,"Percentage of male and female intentional homicide victims, Female",9
710,South Africa,2015,"Intentional homicide rates per 100,000",33.8
728,South Sudan,2012,"Intentional homicide rates per 100,000",13.9
728,South Sudan,2012,"Percentage of male and female intentional homicide victims, Male",21.6
728,South Sudan,2012,"Percentage of male and female intentional homicide victims, Female",6.2
724,Spain,2005,"Intentional homicide rates per 100,000",1.2
724,Spain,2005,"Percentage of male and female intentional homicide victims, Male",1.8
724,Spain,2005,"Percentage of male and female intentional homicide victims, Female",0.6
724,Spain,2005,"Assault rate per 100,000 population",394.1
724,Spain,2005,"Kidnapping at the national level, rate per 100,000",0.5
724,Spain,2010,"Intentional homicide rates per 100,000",0.9
724,Spain,2010,"Percentage of male and female intentional homicide victims, Male",1.1
724,Spain,2010,"Percentage of male and female intentional homicide victims, Female",0.7
724,Spain,2010,"Assault rate per 100,000 population",53.8
724,Spain,2010,"Kidnapping at the national level, rate per 100,000",0.3
724,Spain,2010,"Theft at the national level, rate per 100,000 population",310.3
724,Spain,2010,"Robbery at the national level, rate per 100,000 population",181.1
724,Spain,2010,"Total Sexual Violence at the national level, rate per 100,000",21.4
724,Spain,2015,"Intentional homicide rates per 100,000",0.7
724,Spain,2015,"Percentage of male and female intentional homicide victims, Male",0.8
724,Spain,2015,"Percentage of male and female intentional homicide victims, Female",0.5
724,Spain,2015,"Assault rate per 100,000 population",63
724,Spain,2015,"Kidnapping at the national level, rate per 100,000",0.2
724,Spain,2015,"Theft at the national level, rate per 100,000 population",446.1
724,Spain,2015,"Robbery at the national level, rate per 100,000 population",140
724,Spain,2015,"Total Sexual Violence at the national level, rate per 100,000",21.4
144,Sri Lanka,2004,"Intentional homicide rates per 100,000",7.1
144,Sri Lanka,2004,"Assault rate per 100,000 population",109.3
144,Sri Lanka,2004,"Kidnapping at the national level, rate per 100,000",4.5
144,Sri Lanka,2004,"Theft at the national level, rate per 100,000 population",135.8
144,Sri Lanka,2004,"Robbery at the national level, rate per 100,000 population",41
144,Sri Lanka,2005,"Intentional homicide rates per 100,000",6.2
144,Sri Lanka,2010,"Intentional homicide rates per 100,000",3.8
144,Sri Lanka,2010,"Percentage of male and female intentional homicide victims, Male",6.1
144,Sri Lanka,2010,"Percentage of male and female intentional homicide victims, Female",1.6
144,Sri Lanka,2010,"Assault rate per 100,000 population",319.9
144,Sri Lanka,2010,"Kidnapping at the national level, rate per 100,000",1
144,Sri Lanka,2010,"Theft at the national level, rate per 100,000 population",62.8
144,Sri Lanka,2010,"Robbery at the national level, rate per 100,000 population",31.9
144,Sri Lanka,2010,"Total Sexual Violence at the national level, rate per 100,000",4.4
144,Sri Lanka,2013,"Intentional homicide rates per 100,000",3
144,Sri Lanka,2013,"Percentage of male and female intentional homicide victims, Male",4.8
144,Sri Lanka,2013,"Percentage of male and female intentional homicide victims, Female",1.4
144,Sri Lanka,2013,"Assault rate per 100,000 population",316.4
144,Sri Lanka,2013,"Kidnapping at the national level, rate per 100,000",1
144,Sri Lanka,2013,"Theft at the national level, rate per 100,000 population",55.8
144,Sri Lanka,2013,"Robbery at the national level, rate per 100,000 population",23.1
144,Sri Lanka,2013,"Total Sexual Violence at the national level, rate per 100,000",4.8
144,Sri Lanka,2015,"Intentional homicide rates per 100,000",2.4
144,Sri Lanka,2015,"Percentage of male and female intentional homicide victims, Male",3.8
144,Sri Lanka,2015,"Percentage of male and female intentional homicide victims, Female",1
275,State of Palestine,2005,"Intentional homicide rates per 100,000",2.4
275,State of Palestine,2005,"Assault rate per 100,000 population",183.6
275,State of Palestine,2005,"Kidnapping at the national level, rate per 100,000",5.6
275,State of Palestine,2005,"Theft at the national level, rate per 100,000 population",122.3
275,State of Palestine,2005,"Robbery at the national level, rate per 100,000 population",5.7
275,State of Palestine,2010,"Intentional homicide rates per 100,000",0.8
275,State of Palestine,2010,"Percentage of male and female intentional homicide victims, Male",1.1
275,State of Palestine,2010,"Percentage of male and female intentional homicide victims, Female",0.5
275,State of Palestine,2010,"Assault rate per 100,000 population",7
275,State of Palestine,2010,"Kidnapping at the national level, rate per 100,000",0.5
275,State of Palestine,2010,"Theft at the national level, rate per 100,000 population",67.4
275,State of Palestine,2010,"Robbery at the national level, rate per 100,000 population",69.9
275,State of Palestine,2010,"Total Sexual Violence at the national level, rate per 100,000",4.4
275,State of Palestine,2012,"Intentional homicide rates per 100,000",0.6
275,State of Palestine,2012,"Percentage of male and female intentional homicide victims, Male",1
275,State of Palestine,2012,"Percentage of male and female intentional homicide victims, Female",0.2
275,State of Palestine,2012,"Assault rate per 100,000 population",8.1
275,State of Palestine,2012,"Kidnapping at the national level, rate per 100,000",0.3
275,State of Palestine,2012,"Theft at the national level, rate per 100,000 population",45.3
275,State of Palestine,2012,"Robbery at the national level, rate per 100,000 population",46.4
275,State of Palestine,2012,"Total Sexual Violence at the national level, rate per 100,000",2.8
275,State of Palestine,2013,"Intentional homicide rates per 100,000",0.5
275,State of Palestine,2013,"Robbery at the national level, rate per 100,000 population",84.5
275,State of Palestine,2013,"Total Sexual Violence at the national level, rate per 100,000",3
275,State of Palestine,2015,"Intentional homicide rates per 100,000",1
729,Sudan,2008,"Intentional homicide rates per 100,000",5.2
729,Sudan,2008,"Percentage of male and female intentional homicide victims, Male",8
729,Sudan,2008,"Percentage of male and female intentional homicide victims, Female",2.4
729,Sudan,2008,"Kidnapping at the national level, rate per 100,000",1.8
729,Sudan,2008,"Theft at the national level, rate per 100,000 population",220.6
729,Sudan,2008,"Robbery at the national level, rate per 100,000 population",8.9
740,Suriname,2004,"Intentional homicide rates per 100,000",9.3
740,Suriname,2004,"Theft at the national level, rate per 100,000 population","2,778.80"
740,Suriname,2005,"Intentional homicide rates per 100,000",13.8
740,Suriname,2008,"Intentional homicide rates per 100,000",8.3
740,Suriname,2008,"Percentage of male and female intentional homicide victims, Male",12.7
740,Suriname,2008,"Percentage of male and female intentional homicide victims, Female",3.9
752,Sweden,2005,"Intentional homicide rates per 100,000",0.9
752,Sweden,2005,"Percentage of male and female intentional homicide victims, Male",1.2
752,Sweden,2005,"Percentage of male and female intentional homicide victims, Female",0.7
752,Sweden,2005,"Assault rate per 100,000 population",804.5
752,Sweden,2005,"Theft at the national level, rate per 100,000 population","4,926.00"
752,Sweden,2005,"Robbery at the national level, rate per 100,000 population",104.1
752,Sweden,2005,"Total Sexual Violence at the national level, rate per 100,000",129.7
752,Sweden,2010,"Intentional homicide rates per 100,000",1
752,Sweden,2010,"Percentage of male and female intentional homicide victims, Male",1.4
752,Sweden,2010,"Percentage of male and female intentional homicide victims, Female",0.6
752,Sweden,2010,"Assault rate per 100,000 population",59.6
752,Sweden,2010,"Theft at the national level, rate per 100,000 population","3,921.90"
752,Sweden,2010,"Robbery at the national level, rate per 100,000 population",98.3
752,Sweden,2010,"Total Sexual Violence at the national level, rate per 100,000",150.6
752,Sweden,2015,"Intentional homicide rates per 100,000",1.1
752,Sweden,2015,"Percentage of male and female intentional homicide victims, Male",1.7
752,Sweden,2015,"Percentage of male and female intentional homicide victims, Female",0.6
752,Sweden,2015,"Assault rate per 100,000 population",47.4
752,Sweden,2015,"Theft at the national level, rate per 100,000 population","3,815.50"
752,Sweden,2015,"Robbery at the national level, rate per 100,000 population",86.5
752,Sweden,2015,"Total Sexual Violence at the national level, rate per 100,000",155.8
756,Switzerland,2005,"Intentional homicide rates per 100,000",1
756,Switzerland,2005,"Percentage of male and female intentional homicide victims, Male",1
756,Switzerland,2005,"Percentage of male and female intentional homicide victims, Female",1
756,Switzerland,2005,"Assault rate per 100,000 population",109.3
756,Switzerland,2005,"Kidnapping at the national level, rate per 100,000",3.3
756,Switzerland,2005,"Theft at the national level, rate per 100,000 population","1,922.40"
756,Switzerland,2005,"Robbery at the national level, rate per 100,000 population",53.7
756,Switzerland,2009,"Intentional homicide rates per 100,000",0.7
756,Switzerland,2009,"Percentage of male and female intentional homicide victims, Male",0.6
756,Switzerland,2009,"Percentage of male and female intentional homicide victims, Female",0.7
756,Switzerland,2009,"Assault rate per 100,000 population",6.8
756,Switzerland,2009,"Kidnapping at the national level, rate per 100,000",4.6
756,Switzerland,2009,"Theft at the national level, rate per 100,000 population","1,616.40"
756,Switzerland,2009,"Robbery at the national level, rate per 100,000 population",65
756,Switzerland,2009,"Total Sexual Violence at the national level, rate per 100,000",85.9
756,Switzerland,2010,"Intentional homicide rates per 100,000",0.7
756,Switzerland,2010,"Percentage of male and female intentional homicide victims, Male",0.7
756,Switzerland,2010,"Percentage of male and female intentional homicide victims, Female",0.7
756,Switzerland,2010,"Assault rate per 100,000 population",6.2
756,Switzerland,2010,"Theft at the national level, rate per 100,000 population","2,059.60"
756,Switzerland,2010,"Robbery at the national level, rate per 100,000 population",56.3
756,Switzerland,2010,"Total Sexual Violence at the national level, rate per 100,000",31.8
756,Switzerland,2015,"Intentional homicide rates per 100,000",0.7
756,Switzerland,2015,"Percentage of male and female intentional homicide victims, Male",0.7
756,Switzerland,2015,"Percentage of male and female intentional homicide victims, Female",0.7
756,Switzerland,2015,"Assault rate per 100,000 population",7.4
756,Switzerland,2015,"Kidnapping at the national level, rate per 100,000",0.1
756,Switzerland,2015,"Theft at the national level, rate per 100,000 population","1,759.60"
756,Switzerland,2015,"Robbery at the national level, rate per 100,000 population",39.5
756,Switzerland,2015,"Total Sexual Violence at the national level, rate per 100,000",32.7
760,Syrian Arab Republic,2004,"Intentional homicide rates per 100,000",2.4
760,Syrian Arab Republic,2004,"Assault rate per 100,000 population",36
760,Syrian Arab Republic,2004,"Kidnapping at the national level, rate per 100,000",0.8
760,Syrian Arab Republic,2004,"Theft at the national level, rate per 100,000 population",65.3
760,Syrian Arab Republic,2004,"Robbery at the national level, rate per 100,000 population",3.1
760,Syrian Arab Republic,2005,"Intentional homicide rates per 100,000",2.4
760,Syrian Arab Republic,2005,"Assault rate per 100,000 population",34
760,Syrian Arab Republic,2005,"Kidnapping at the national level, rate per 100,000",0.2
760,Syrian Arab Republic,2005,"Robbery at the national level, rate per 100,000 population",4.2
760,Syrian Arab Republic,2008,"Intentional homicide rates per 100,000",2.6
760,Syrian Arab Republic,2008,"Assault rate per 100,000 population",2.8
760,Syrian Arab Republic,2008,"Kidnapping at the national level, rate per 100,000",0.1
760,Syrian Arab Republic,2008,"Theft at the national level, rate per 100,000 population",32.4
760,Syrian Arab Republic,2008,"Robbery at the national level, rate per 100,000 population",4.3
760,Syrian Arab Republic,2008,"Total Sexual Violence at the national level, rate per 100,000",0.4
760,Syrian Arab Republic,2010,"Intentional homicide rates per 100,000",2.2
760,Syrian Arab Republic,2010,"Percentage of male and female intentional homicide victims, Male",3.4
760,Syrian Arab Republic,2010,"Percentage of male and female intentional homicide victims, Female",1
762,Tajikistan,2005,"Intentional homicide rates per 100,000",2.3
762,Tajikistan,2005,"Theft at the national level, rate per 100,000 population",52.3
762,Tajikistan,2010,"Intentional homicide rates per 100,000",2.4
762,Tajikistan,2010,"Percentage of male and female intentional homicide victims, Male",4.1
762,Tajikistan,2010,"Percentage of male and female intentional homicide victims, Female",0.6
762,Tajikistan,2010,"Assault rate per 100,000 population",72.4
762,Tajikistan,2010,"Kidnapping at the national level, rate per 100,000",1.9
762,Tajikistan,2010,"Theft at the national level, rate per 100,000 population",46.9
762,Tajikistan,2010,"Robbery at the national level, rate per 100,000 population",3.2
762,Tajikistan,2010,"Total Sexual Violence at the national level, rate per 100,000",2.6
762,Tajikistan,2011,"Intentional homicide rates per 100,000",1.6
762,Tajikistan,2011,"Percentage of male and female intentional homicide victims, Male",2.8
762,Tajikistan,2011,"Percentage of male and female intentional homicide victims, Female",0.4
762,Tajikistan,2011,"Assault rate per 100,000 population",48.2
762,Tajikistan,2011,"Kidnapping at the national level, rate per 100,000",2.2
762,Tajikistan,2011,"Theft at the national level, rate per 100,000 population",47.3
