F01,F02,F03,F04,T
2,1,310,1330,0
4,2,0,2970,1
4,3,0,1270,1
5,1,1160,460,1
3,1.5,940,2040,1
3,2.5,980,4270,1
4,3,0,1360,1
4,1,730,2020,1
4,1,730,2020,1
3,2,310,1470,1
3,1,250,1160,1
4,2,0,2830,1
4,1.5,470,1980,1
1,1,0,1620,0
4,1.5,0,1290,1
4,2,0,1980,1
2,1,0,1530,0
3,1.5,0,1530,1
4,1,1050,1470,1
2,1,0,1560,0
3,1,0,1060,1
2,1,0,1580,0
4,2,0,1660,1
4,1,900,1620,1
3,1,840,1250,1
4,1,700,2070,1
3,1,0,1010,1
4,1,770,1980,1
2,3,0,1090,0
3,1.5,1800,3810,1
3,2,0,2060,1
2,1,0,990,0
4,1,0,1160,1
3,2,0,2330,1
4,2,0,1650,1
2,2,0,1350,0
2,1,0,1680,0
3,1,960,2270,1
3,1.5,0,1420,1
3,2,600,2440,1
4,2,0,2770,1
5,2,0,3740,1
3,1.5,750,2220,1
3,1,0,920,1
4,2,160,2330,1
3,1,1490,3220,1
3,1,700,1370,1
3,1,300,1050,1
4,2,0,2420,1
4,2,0,2420,1
3,2,0,1380,1
4,1,500,2400,1
7,1.5,0,1340,1
5,2,720,3330,1
3,1.5,0,2070,1
3,2,200,1580,1
3,2,0,2420,1
3,1,0,1010,1
5,3,330,1530,1
2,1.5,0,1340,0
3,1,0,1440,1
4,1,970,2650,1
3,2,0,1890,1
4,2,0,2010,1
4,2,0,3920,1
2,1,0,910,0
5,2,0,1710,1
4,2,0,2130,1
3,2,0,2140,1
4,1.5,0,2380,1
4,1,1400,3530,1
3,2,720,2150,1
5,1,960,1830,1
4,2,0,3370,1
2,1,1120,1390,0
3,2,0,1560,1
4,2,0,2670,1
4,2,1030,2040,1
3,2,0,1850,1
3,1,1050,3740,1
2,1.5,0,2020,0
3,2,0,2060,1
3,1.5,0,2560,1
4,2,0,3540,1
4,1.5,0,1770,1
4,2,0,2410,1
3,2,0,1650,1
3,1,980,2480,1
4,2,0,2750,1
4,2,0,1500,1
3,1,0,2060,1
3,1.5,410,2970,1
2,2,0,1600,0
3,3,0,2230,1
2,2,0,1570,0
3,1,0,1270,1
3,1,710,1310,1
3,2,0,2100,1
4,1,700,1880,1
4,1,700,1880,1
2,1.5,0,1410,0
2,3,0,1430,0
6,2,0,2030,1
3,1,1340,2590,1
3,1,150,1610,1
3,2,350,1120,1
3,1,590,2450,1
2,1,0,1280,0
4,2,0,1630,1
3,1,0,960,1
3,1,0,2290,1
1,1,0,1550,0
4,2,0,2075,1
3,2,0,1430,1
3,1,600,1880,1
3,1,360,1650,1
3,1,0,1180,1
3,1.5,0,2590,1
4,2.5,1280,2160,1
3,1.5,830,2060,1
3,1,860,1790,1
3,1,0,1430,1
3,1,510,1520,1
4,2,0,2460,1
5,1,1630,3450,1
3,3,0,1500,1
3,1,0,1240,1
3,2,0,2450,1
3,1,990,2340,1
4,1,2020,2990,1
4,1,750,1770,1
4,2,0,2750,1
3,2,0,1230,1
3,1,0,1140,1
5,2,0,2440,1
1,1,0,1100,0
3,1.5,0,1470,1
2,1,0,1250,0
2,1,0,1100,0
4,1,0,1790,1
4,2,0,2560,1
3,1,500,2030,1
2,1,0,2050,0
4,2,0,3020,1
3,1,0,1570,1
3,2,0,1390,1
3,1,610,1800,1
4,2,0,1900,1
3,1,890,2400,1
3,1,0,2000,1
3,1,0,2250,1
2,2,190,1780,0
3,2,420,1270,1
3,1,0,1380,1
3,1,1010,1820,1
2,1,0,1120,0
3,1,550,1870,1
4,2,0,1970,1
3,2,0,1700,1
3,2,0,2400,1
3,1,1160,2510,1
5,1.5,1570,1890,1
5,1,1080,2040,1
2,1,0,1440,0
4,1,870,1290,1
4,1,920,1910,1
4,1.5,690,1400,1
5,1,1020,2520,1
4,1,0,2100,1
3,2,0,1540,1
6,2,0,2470,1
3,1,320,1620,1
4,1,480,2370,1
3,1,240,1980,1
3,2,420,1740,1
4,1,600,2230,1
5,2,0,3510,1
3,1.5,0,1170,1
3,1,300,1380,1
2,3,0,1400,0
4,1,770,1850,1
3,1,0,2100,1
4,2,0,2500,1
3,1,630,1500,1
4,2,0,2260,1
3,1,0,1180,1
3,1,770,1000,1
5,1,1020,3620,1
5,2,0,1400,1
4,2,0,2670,1
3,2,0,2460,1
3,1.5,450,1700,1
4,1,910,1450,1
5,1,1600,2620,1
4,1.5,0,1130,1
3,2,0,2400,1
2,1,0,2150,0
3,1,0,1410,1
4,1,180,2590,1
3,1,980,1070,1
3,1,980,1070,1
2,1,0,1160,0
4,2,0,2060,1
3,1,530,1460,1
3,1,0,3260,1
3,1,0,1470,1
4,1,730,2070,1
3,1,0,1410,1
2,1,0,1590,0
6,2.5,0,2120,1
3,1.5,560,2010,1
4,1,600,2740,1
3,1,0,1200,1
3,1.5,0,1790,1
3,1,0,1830,1
4,2,880,1460,1
3,1,0,1480,1
2,1,0,1260,0
3,2,0,2010,1
3,1,0,3170,1
3,1,440,1690,1
3,1,0,1890,1
4,2,0,2650,1
3,2,0,1540,1
4,2,0,2760,1
3,2,520,2620,1
2,1,0,1500,0
3,1,0,1780,1
4,1.5,620,1310,1
3,1,0,1550,1
4,2,1190,2110,1
2,1.5,100,1310,0
4,1,880,2040,1
4,2,0,2880,1
3,1,0,1700,1
2,1,0,1960,0
2,1.5,0,1670,0
3,2,0,1440,1
4,1,1590,4240,1
2,1.5,0,1800,0
3,1,0,1188,1
2,1,0,1420,0
4,1,1020,1790,1
4,2,670,1790,1
3,1,820,1600,1
2,1,0,980,0
4,2,0,2520,1
4,1,0,3300,1
3,1,0,1020,1
4,2,0,1970,1
3,2,0,1660,1
5,1,1290,1770,1
4,1,740,2460,1
3,1,0,1550,1
4,2,0,2360,1
4,1,750,2100,1
4,2,0,2500,1
4,2,140,1640,1
5,2,0,2500,1
3,1.5,1060,1290,1
3,1,0,1440,1
4,2,0,1550,1
3,2,0,1770,1
4,2,0,3010,1
4,2,0,2220,1
4,2,860,1550,1
2,1,600,1460,0
3,1,0,1570,1
4,1,0,3530,1
3,2,0,2100,1
4,2,0,2950,1
3,1.5,0,1540,1
3,1,510,2860,1
4,2,0,2667,1
2,2,140,1100,0
3,2,0,2500,1
3,1.5,0,2190,1
3,1.5,950,1910,1
4,2,970,3290,1
2,1,0,1050,0
3,2,0,1320,1
2,1,680,2060,0
5,1,930,1870,1
5,2,0,3030,1
3,2,0,1520,1
4,1,700,2440,1
3,1,690,2700,1
4,2,0,3490,1
2,1,0,1780,0
4,2,0,1830,1
2,1.5,0,1150,0
3,1,1070,1620,1
4,2,0,2610,1
1,1.5,0,1790,0
3,2,110,1570,1
2,2,0,1260,0
3,1,580,1820,1
2,1,0,1700,0
2,1,0,1700,0
3,1,1380,1810,1
2,1,0,1730,0
2,1,0,1460,0
4,1,1060,1760,1
4,2,0,3030,1
2,1,450,1350,0
4,2,0,3530,1
4,1.5,0,2170,1
4,1,920,2040,1
3,1,0,1490,1
2,1,0,1020,0
4,2,0,2840,1
3,2,0,2830,1
3,1,0,2470,1
4,2,0,2370,1
2,1,860,1360,0
2,1,0,1092,0
3,1,200,1460,1
5,2,0,4300,1
5,2,550,1450,1
3,1,0,1070,1
3,1,0,1070,1
3,1,0,1070,1
3,1,0,870,1
4,2,0,2730,1
4,2,0,1750,1
4,2,990,1590,1
4,2,0,1310,1
3,1,1230,1460,1
3,1,0,1790,1
3,1,380,1880,1
3,1,0,1490,1
3,1.5,90,1170,1
3,2,0,1900,1
3,1,0,1280,1
3,1,510,1680,1
3,1,420,1850,1
3,2,0,2320,1
3,2,0,1810,1
2,1,0,1450,0
3,1,1120,1740,1
2,1,0,1217,0
3,2,0,2300,1
2,1.5,0,2140,0
3,1,500,3550,1
3,1,0,1450,1
3,2,0,1820,1
4,2,0,2390,1
4,2,0,2010,1
2,1,0,840,0
4,2,600,2060,1
2,1,980,1470,0
4,1.5,0,1200,1
4,1.5,780,1650,1
3,1,300,1800,1
4,2,0,2530,1
5,2,0,3390,1
3,1,0,1400,1
4,2,620,1690,1
3,1,0,1680,1
2,1.5,0,1360,0
3,1.5,0,1880,1
2,2,0,1078,0
3,1,540,1480,1
4,1.5,0,1970,1
3,3,630,2510,1
4,2,0,3290,1
4,1.5,550,1810,1
3,2,0,1940,1
3,1,310,1510,1
5,1,810,1200,1
3,1.5,0,1480,1
3,1,0,1060,1
3,2,0,2850,1
3,2,0,3040,1
3,1,1430,2870,1
3,1,530,1740,1
2,1,1180,2640,0
3,2.5,590,1716,1
4,1,0,1610,1
2,1,0,1160,0
5,1,1060,1150,1
3,1,700,1792,1
3,2,0,3640,1
3,2,0,1760,1
3,1.5,0,1900,1
3,1,0,1530,1
3,2,0,1670,1
4,2,0,2080,1
3,2,0,1860,1
3,2,0,2330,1
2,1,0,1430,0
2,1,0,1740,0
2,1,0,2300,0
4,2,0,1960,1
3,2,930,2970,1
3,1.5,0,2860,1
6,1,0,3810,1
2,2,0,1130,0
4,2,0,3740,1
3,1,1520,2870,1
3,1,1230,2390,1
3,1,0,1350,1
4,1,330,1760,1
4,1,1400,2450,1
3,2,0,1650,1
4,2,0,2750,1
5,2,550,2650,1
4,2,0,1660,1
3,1,0,2290,1
4,2,0,2870,1
3,2,0,1690,1
3,2,0,1410,1
4,2,0,1570,1
3,1,180,2600,1
4,1.5,0,1320,1
3,2,0,1750,1
3,2,0,1800,1
3,2,0,2290,1
3,1,0,1380,1
3,1.5,0,1060,1
3,2,0,2570,1
2,1,0,1180,0
3,2,0,2080,1
4,1,0,1140,1
5,2,0,3620,1
4,1,0,1490,1
3,1,1120,2340,1
3,2,0,2920,1
3,2,130,2090,1
3,2,0,2150,1
3,2,0,2690,1
3,1,0,1500,1
3,1,580,2961,1
4,1,440,2070,1
3,2,0,990,1
3,2,0,1690,1
3,1,530,2030,1
5,1,760,1960,1
3,1.5,700,2190,1
3,1,0,1890,1
3,2,280,2840,1
3,1.5,0,1650,1
2,2,0,1470,0
4,1,1350,2060,1
3,1,0,3200,1
4,1,550,1520,1
2,1,1060,1900,0
2,1,600,1780,0
3,1,370,1830,1
4,1.5,0,1710,1
2,1,0,1650,0
4,2,920,1940,1
2,1,700,1060,0
3,1,460,1970,1
4,1.5,0,950,1
3,1,950,2200,1
2,1,0,1050,0
2,1,0,1390,0
4,2,0,3110,1
3,2,860,2680,1
4,2,0,2750,1
5,2,0,3840,1
3,2,0,1510,1
4,1,0,1820,1
3,1,0,1500,1
4,1,870,2170,1
2,1,0,1380,0
4,2,0,2520,1
3,1,0,1020,1
4,1,1260,2590,1
4,1,770,910,1
3,1,0,1560,1
3,1,710,2190,1
4,2,0,4760,1
4,2,310,2550,1
3,1,340,1125,1
2,1,810,1940,0
4,1,900,1880,1
4,1,770,2070,1
3,1.5,0,1080,1
4,1,1150,2460,1
4,1,1150,2460,1
2,1,430,1680,0
2,1,970,1250,0
4,1.5,100,2410,1
4,2,0,1720,1
5,1.5,0,1740,1
4,1,1780,2020,1
2,1,0,1150,0
3,1,0,1690,1
2,1,0,1420,0
3,2,400,1460,1
5,1.5,830,1600,1
3,1.5,280,2300,1
2,1,0,1300,0
3,1,0,2510,1
4,2,900,1820,1
3,1.5,1060,1720,1
2,1,0,1960,0
2,1,0,1200,0
3,1,0,1340,1
3,1,0,1720,1
3,1,0,1740,1
5,2,1080,1310,1
3,2,0,1440,1
4,2,0,1900,1
2,1,0,1220,0
3,2,0,1590,1
4,1.5,0,1760,1
4,2,0,1770,1
3,1,0,2130,1
3,1.5,0,1280,1
3,1.5,0,1700,1
4,2,0,1400,1
4,1,0,1620,1
3,1,0,1450,1
4,1,930,1780,1
2,2.5,0,1750,0
2,1,0,1570,0
4,1,520,1510,1
3,1.5,0,1690,1
1,1.5,450,2920,0
3,1,0,1520,1
3,2,0,2460,1
2,1,0,1760,0
2,1,290,1410,0
4,2,0,3360,1
3,1,0,1980,1
3,1,0,1260,1
4,1,800,2020,1
3,2,0,2410,1
3,2,0,2110,1
4,1.5,1180,2350,1
4,1,580,2780,1
3,1,0,2140,1
3,1,360,1540,1
2,1,0,1230,0
3,1,0,1510,1
2,1,0,3120,0
4,1,1030,2470,1
3,2,0,1310,1
3,1,510,1590,1
3,1,220,1700,1
3,1,0,1370,1
4,2,0,3320,1
4,1,1290,2690,1
3,3,0,1350,1
3,1,0,1160,1
3,2,0,1280,1
3,1,820,2270,1
4,2,0,2540,1
4,1,900,1710,1
4,2,0,2760,1
3,2,0,1820,1
4,1,350,2390,1
4,2,1670,3470,1
4,1,800,1610,1
3,1,0,1100,1
2,1,0,1150,0
3,1,0,1260,1
2,1,0,1390,0
4,2,1070,1500,1
2,1,0,860,0
4,1.5,0,2160,1
4,1.5,0,1720,1
3,1,960,2510,1
4,1,1200,1660,1
4,1,880,2040,1
3,1,600,2050,1
3,1,600,2050,1
4,2,0,2420,1
5,1,1600,2660,1
4,1,1000,2140,1
3,2,0,1610,1
3,1,420,2360,1
5,1,1180,2100,1
3,1,1500,1820,1
4,1,1110,1960,1
2,1,0,1040,0
3,1,0,1140,1
4,2,0,2600,1
3,1,0,1390,1
5,1,1060,1550,1
3,2,0,2630,1
4,1,380,1720,1
1,1,0,1410,0
4,2,0,2190,1
3,1,1300,1380,1
4,1.5,0,2170,1
5,1.5,0,2340,1
3,1,300,1200,1
3,1,0,2240,1
6,1.5,0,1530,1
4,1.5,260,1930,1
3,1,0,1620,1
3,1,600,1790,1
5,1.5,0,1820,1
2,1,0,1340,0
3,1,340,1550,1
4,1,0,2240,1
2,1,0,920,0
2,1,0,1730,0
4,1.5,790,1840,1
2,1,0,840,0
2,1,0,620,0
3,2,0,2400,1
3,1,300,1980,1
3,1,1020,2100,1
5,2,0,2570,1
3,2,0,1030,1
3,1,0,2030,1
4,1.5,300,1660,1
6,2,0,2790,1
2,1,0,1060,0
4,2,0,4090,1
2,1,0,780,0
4,2,1320,2270,1
3,2,120,1390,1
3,1,0,1490,1
4,1.5,1180,2340,1
4,1,440,2040,1
4,2,0,3520,1
2,1,260,1540,0
3,1,0,1510,1
1,1.5,0,2260,0
2,1,0,1130,0
2,2,700,1680,0
3,1.5,0,1640,1
4,2,0,2290,1
2,1,0,1760,0
3,1,900,1210,1
3,1,0,1600,1
3,1,0,2040,1
3,1,0,2820,1
3,2,300,1350,1
2,2,0,1430,0
3,3,580,2790,1
4,1,0,1720,1
4,2,0,2650,1
2,1,0,1310,0
3,1,930,1770,1
4,1.5,0,1560,1
4,1,660,2560,1
2,1,0,1070,0
3,1,0,1150,1
3,2,0,1970,1
3,3,0,1510,1
3,1,480,3000,1
2,1,100,1463,0
4,1.5,720,1600,1
4,1,500,1980,1
3,1,0,1060,1
3,1,800,2020,1
4,2,0,2130,1
4,1,730,1920,1
5,2,0,3370,1
3,1,0,1900,1
4,2,0,2050,1
4,1,1200,3910,1
4,1,690,1310,1
2,1,0,2040,0
3,3,0,1450,1
3,1,0,1580,1
2,1,0,1040,0
3,1,430,1420,1
2,1,0,2240,0
4,2,0,3010,1
3,1,0,1530,1
4,1,910,1980,1
3,1,600,2080,1
4,2,330,1430,1
3,2,420,1740,1
2,1,240,2070,0
4,2,0,1550,1
4,1,430,1820,1
4,1,1540,1610,1
3,1,0,1820,1
6,1,2190,3700,1
4,1,370,1920,1
5,2,390,2740,1
3,1,0,2070,1
3,1,0,1640,1
2,1,580,1550,0
3,1,0,1710,1
3,1,430,2100,1
3,2,710,1820,1
3,1,640,2840,1
4,2,0,2280,1
5,1,910,1950,1
3,2,0,2700,1
4,1,360,1590,1
3,1.5,0,1380,1
3,2,580,1950,1
3,1,0,1320,1
4,1,890,1450,1
3,3,0,1470,1
3,2,0,2260,1
4,1.5,1560,3880,1
3,1,720,1500,1
3,1,0,1510,1
3,1,860,1480,1
1,1,0,1590,0
4,2,0,2040,1
4,2,0,2360,1
4,1,630,1430,1
3,2,0,1540,1
4,2,0,2730,1
3,1.5,0,1540,1
3,2,0,1420,1
2,2,0,1140,0
3,2,0,2040,1
2,1,0,1810,0
5,2.5,1060,3220,1
2,1,370,1400,0
3,2,0,2610,1
2,1,0,1270,0
3,1,950,1930,1
3,1.5,0,1520,1
3,1,870,2640,1
3,3,0,1780,1
3,1,710,1940,1
5,2,120,2980,1
4,1,730,2410,1
3,1,0,1030,1
3,2,240,1620,1
3,1,360,1180,1
3,2,600,1100,1
3,3,0,1540,1
3,2,0,1640,1
4,1,1300,2020,1
3,1,0,1210,1
3,1,360,1800,1
4,1,780,2190,1
3,2,0,2670,1
4,1,780,1800,1
3,1,820,1900,1
3,1,0,1640,1
3,2,0,1890,1
6,1,0,1886,1
3,3,0,1760,1
3,2,300,2280,1
4,2,0,2710,1
5,1,1300,2700,1
3,1.5,380,1530,1
2,1,580,1300,0
4,1,0,1960,1
4,1,980,1750,1
2,1,0,970,0
4,1,800,2160,1
3,1,0,1490,1
4,1,1130,2470,1
4,2,0,1934,1
3,2,0,1940,1
4,1,0,1890,1
2,1,0,1850,0
3,1,0,1370,1
4,2,0,2130,1
4,2,0,2430,1
3,1,600,1920,1
3,1,0,1370,1
2,1,0,2450,0
3,1,530,1720,1
5,2,0,2170,1
3,2,0,2130,1
3,1.5,0,1700,1
2,1,0,1900,0
2,1,0,670,0
4,2,0,3340,1
5,2,0,1200,1
1,1,0,990,0
2,1,350,1640,0
4,2,0,1900,1
3,1,860,2040,1
4,2,740,2020,1
4,1.5,480,3250,1
2,1,0,1330,0
1,1,0,800,0
2,1,810,1690,0
5,1,890,1820,1
3,2,0,2680,1
4,1.5,0,1310,1
3,1,0,1320,1
4,1,840,1770,1
3,1,1000,2250,1
4,1,910,1670,1
3,1,0,1670,1
4,2,0,1870,1
2,1,0,1670,0
3,2,0,1860,1
2,1,940,1990,0
5,2,1200,2920,1
4,1.5,0,1520,1
2,2,1180,2980,0
3,1,390,1640,1
2,1,0,1670,0
3,2,0,2070,1
4,1.5,1000,1950,1
4,1,0,1790,1
4,1,530,1820,1
3,1.5,0,1490,1
3,2,600,2280,1
4,1,0,1120,1
3,1,600,1700,1
3,1,920,2440,1
4,2,760,1820,1
4,2,0,1610,1
3,2,0,2230,1
2,1,0,1090,0
3,1,0,1640,1
2,1,0,1160,0
3,1,250,2150,1
4,2,0,2260,1
3,1,0,2230,1
3,1,600,1600,1
3,1,380,2560,1
4,2,0,3490,1
2,1,0,1260,0
3,1,710,1380,1
5,2,1040,4040,1
3,1,0,1440,1
4,2,0,2560,1
2,1,0,1830,0
3,2,0,1670,1
3,1,360,1460,1
3,1,0,1580,1
3,1,0,2230,1
4,2,0,2770,1
3,2,0,1410,1
5,2,0,4010,1
3,1,0,1460,1
4,1.5,0,1380,1
4,2,0,2340,1
2,1,430,1570,0
3,1.5,0,1290,1
3,3,0,1470,1
3,1,910,1600,1
4,1,950,2030,1
3,2,0,2440,1
4,2,0,2920,1
4,2,0,2360,1
3,1,0,1670,1
3,1,0,1270,1
3,2,0,2020,1
3,1,400,1880,1
2,1,0,2150,0
3,2,190,1280,1
3,1,0,1660,1
3,1,1050,2400,1
3,1,0,1440,1
3,1,480,1180,1
3,1,1200,2750,1
4,1,0,1890,1
3,1,0,2390,1
3,1,0,1920,1
3,1,440,2060,1
4,2,0,3840,1
4,1,800,2240,1
4,1.5,0,1920,1
3,2,0,2200,1
3,2,0,2740,1
3,1,0,2350,1
4,2,670,1720,1
3,1,360,1970,1
5,2,1800,4460,1
3,2,0,2336,1
3,2,0,2100,1
3,1,890,1700,1
4,1.5,860,1920,1
3,1,0,1720,1
4,2,0,3150,1
3,1,750,1480,1
4,2,400,2460,1
6,1,1000,1630,1
3,1.5,500,1200,1
5,1.5,0,1790,1
4,2,0,2590,1
4,1,0,1770,1
4,1,0,1540,1
3,2,0,1920,1
4,2,0,3300,1
5,1.5,1230,2200,1
1,1,0,1650,0
1,1,0,1490,0
2,1.5,0,1670,0
3,2,0,2150,1
3,1,0,1680,1
5,1.5,800,1770,1
1,1,400,1300,0
3,1,0,1560,1
3,1,0,1190,1
3,1,400,1230,1
3,1,100,1280,1
4,1,300,1350,1
2,1,0,1370,0
3,2,200,1710,1
3,1,0,1850,1
4,1,1200,2440,1
3,2,0,1940,1
3,1,0,1480,1
6,1,860,1760,1
4,2,390,2990,1
3,1,0,2030,1
4,2.5,0,2330,1
3,1,0,2380,1
4,1,340,1230,1
3,2,0,2440,1
5,1.5,1030,1350,1
3,1.5,0,1400,1
3,1,560,1660,1
4,1,0,1530,1
3,2,0,2280,1
2,1,0,1310,0
5,1,1690,1730,1
5,2,0,3670,1
2,1.5,520,1380,0
3,2,0,2110,1
3,1,1760,3810,1
5,2,870,3880,1
3,2,810,2340,1
3,2,1010,1870,1
2,1,0,1640,0
3,2,290,1410,1
3,1,0,2400,1
5,2,1710,3170,1
3,3,0,1630,1
3,1,1690,3530,1
4,2,0,3920,1
3,2,0,1720,1
3,1,430,1230,1
4,1,1000,1830,1
3,1,0,1800,1
3,1,700,1890,1
3,2,0,1610,1
5,2,0,2780,1
4,1.5,750,1770,1
3,3,0,1256,1
4,1,0,1600,1
3,2,0,1370,1
3,2,0,1770,1
3,2,410,1470,1
2,1,0,1700,0
3,1,0,1280,1
4,1,350,1680,1
3,2,1280,1680,1
3,2,0,2020,1
2,1,0,2240,0
5,2,0,1870,1
4,1,0,1400,1
3,1,0,1420,1
4,1.5,0,1220,1
3,1,0,1470,1
3,1,0,1470,1
3,1,0,1990,1
3,1,1250,1710,1
3,2,0,1590,1
4,2,0,2370,1
3,1,950,1480,1
4,1.5,0,2340,1
3,1,970,2660,1
2,1,0,1480,0
3,1,200,1430,1
2,1,0,980,0
3,2,0,1600,1
3,1,0,1600,1
3,2,0,1820,1
3,2,710,2710,1
4,2,0,2460,1
3,2,0,1950,1
3,2,0,1500,1
3,2,0,3557,1
3,1,270,1910,1
3,1,760,1860,1
3,1.5,170,1670,1
3,2,750,2950,1
3,1,0,3120,1
4,1,1100,1580,1
4,2,0,2740,1
6,1.5,900,1850,1
4,2,0,2310,1
4,1,0,1280,1
2,2,0,1470,0
2,1,0,1520,0
3,1,0,1240,1
5,2,1200,5200,1
4,1,700,1500,1
3,1,580,2240,1
2,1,200,1570,0
2,1,0,1010,0
2,1,0,1050,0
4,1,1050,3050,1
4,1,730,1800,1
5,1,1500,2230,1
1,1,0,2258,0
4,2,0,1980,1
4,1.5,0,1900,1
4,1,0,2190,1
3,2,190,1310,1
3,1,0,1440,1
3,1,0,3730,1
3,2,0,2530,1
2,2,0,1610,0
3,1,0,940,1
4,2,0,2040,1
3,2,0,2070,1
4,2,0,1930,1
4,2,0,2430,1
3,1,0,1880,1
5,1,370,1590,1
4,2,0,3625,1
3,2,0,2410,1
2,1,0,1210,0
3,2,300,1360,1
3,1,0,1300,1
2,1,0,1100,0
3,1.5,0,1440,1
3,1,570,1790,1
2,1,750,1980,0
5,1,660,1970,1
3,2,0,1860,1
5,2,0,4160,1
4,1,770,1710,1
5,2,1460,1560,1
4,1,0,1030,1
4,2,0,2420,1
6,1.5,850,2520,1
1,1,0,1770,0
4,1,340,2120,1
3,1.5,340,1500,1
2,2,200,1160,0
4,1,0,1560,1
3,2,0,3320,1
4,1,820,2360,1
4,1,770,1600,1
4,1.5,0,1730,1
3,1.5,0,1240,1
4,1,740,2810,1
5,1.5,920,2190,1
3,1.5,0,1550,1
2,1,0,1680,0
4,2,0,3200,1
3,1,0,1190,1
4,2,0,3070,1
3,1,0,1560,1
3,1,0,1640,1
3,1.5,330,2970,1
4,2.5,670,3900,1
3,2,0,1410,1
4,1.5,840,1670,1
4,2,0,2260,1
3,2,0,3290,1
4,1.5,0,1640,1
5,1,850,2240,1
3,1.5,0,1510,1
4,1,800,1600,1
5,1,920,1730,1
2,1,0,1160,0
3,2,0,2910,1
2,1,0,1270,0
5,1.5,0,1700,1
4,1,0,1920,1
4,2,0,2290,1
3,1,850,1160,1
3,1,0,1640,1
3,1,990,1720,1
3,2,0,1900,1
4,1,0,1970,1
4,1.5,0,1700,1
3,2,0,2200,1
3,1,470,1840,1
3,2,0,1370,1
5,1,940,1550,1
4,1,850,1600,1
3,3,0,1377,1
4,2,0,2520,1
3,1,720,3230,1
5,1,900,1310,1
4,1.5,0,1310,1
3,1,1245,1460,1
2,1,0,1330,0
2,2,0,1800,0
4,2,0,2750,1
3,1,330,1580,1
3,1,1300,2170,1
5,2,880,3600,1
4,1,1380,2960,1
3,1,0,2019,1
5,1,700,2420,1
4,2,0,2760,1
2,1,0,1560,0
2,1,400,1260,0
4,1,1200,2090,1
3,2,0,1700,1
4,2,0,1970,1
2,1,0,1220,0
3,1,0,1730,1
3,2,590,1890,1
0,1,0,1920,0
2,1.5,0,1230,0
3,1,500,1830,1
3,1,1520,3150,1
3,2,0,1580,1
3,2,0,2050,1
3,1,0,1390,1
3,1,0,2092,1
3,1,170,2810,1
2,1,250,1070,0
4,2,300,1690,1
3,2,0,1920,1
3,1,350,1500,1
4,2,0,3990,1
3,3,790,1640,1
3,2,0,1700,1
4,2,0,2660,1
4,2,0,1390,1
3,1,0,1300,1
3,1,0,1160,1
3,1,0,1430,1
4,2,510,2610,1
2,3,0,1470,0
4,2,0,1950,1
4,1.5,0,1190,1
3,1,1130,1710,1
4,1,1200,1520,1
4,1,0,1560,1
2,1,0,2390,0
3,2,720,2120,1
6,2.5,1590,2930,1
2,1,0,1260,0
4,2,0,1300,1
4,2,510,2900,1
4,1,430,1990,1
4,2,2070,2980,1
3,2,0,2340,1
3,2,0,2650,1
4,1,0,1330,1
5,1,0,2180,1
3,1,100,1120,1
3,1,770,1410,1
2,1,0,1500,0
3,1,0,1490,1
4,1.5,1010,1460,1
2,1,750,1700,0
5,1,780,1990,1
4,1.5,0,1590,1
4,2,0,4900,1
3,1,720,1800,1
3,1,0,1670,1
3,1,0,1840,1
3,2,0,1930,1
4,1,1850,3080,1
3,1,0,1370,1
5,1.5,0,1210,1
3,1,300,1910,1
3,1,580,1120,1
4,2.5,490,2880,1
4,2,0,2090,1
2,2,170,1290,0
3,1,260,1480,1
3,1,0,2560,1
5,1,1120,1980,1
9,2,940,2460,1
2,2,290,1380,0
3,1,0,1470,1
3,1,0,2080,1
4,1,690,2060,1
3,1,570,1660,1
3,1,0,1220,1
3,1,0,1470,1
4,2,0,3190,1
3,2,0,2080,1
2,1,240,1370,0
4,2,0,3040,1
4,2,1270,2760,1
3,1,0,1450,1
3,3,0,1410,1
3,1.5,0,1410,1
4,2,0,2100,1
7,1.5,0,2810,1
5,2,930,2940,1
3,1.5,0,1540,1
3,1,0,1450,1
2,1,0,1200,0
3,2,0,2140,1
2,1,0,1240,0
3,1,0,1250,1
2,1,0,2060,0
2,1,0,1010,0
2,2,0,1430,0
4,2,0,2480,1
3,1,0,1290,1
5,1,1080,1930,1
2,1,0,1110,0
3,1,0,1630,1
3,1,0,1340,1
8,3.5,1620,4210,1
2,2,0,1390,0
3,2,0,2100,1
3,1,0,1340,1
2,1,0,1240,0
5,2,1050,4190,1
4,2,0,1610,1
4,1,650,1650,1
3,1,540,1880,1
1,1,0,1340,0
3,1,0,1610,1
3,3,0,1390,1
3,1,630,1860,1
3,1.5,0,1960,1
3,1.5,0,1510,1
3,2,120,1420,1
2,1,280,1730,0
3,1,340,2120,1
4,2,0,2630,1
3,1,0,1900,1
3,1,0,1550,1
3,1,0,1260,1
3,1,0,1590,1
2,1.5,0,1440,0
3,2,0,2090,1
3,1,530,1860,1
3,1,1525,1480,1
3,1,140,1370,1
4,1,1130,2330,1
3,1,0,2490,1
3,1,520,1510,1
2,1,0,1330,0
3,1,980,2615,1
3,2,210,1760,1
4,1,1250,2600,1
4,2,980,2180,1
3,1.5,0,1250,1
4,1,650,1860,1
4,1.5,0,1430,1
3,1,1060,1870,1
3,1,0,1340,1
3,1,0,1320,1
